RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
408,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004629,Pinus sylvestris,S865658,286525,165843,OSI,100,,"Altamont, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,Scots Pine,Pines,,
410,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004629,Pinus sylvestris,V947848,94759,84829,OSI,100,,"By Kenmare Road, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Scots Pine,Pines,,
413,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000042166,Platanus orientalis,N061049,206148,204983,OSI,100,,"The Mall, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Oriental Plane,Plane Trees,-7.909679914,53.09495067
414,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000042166,Platanus orientalis,M439051,143932,205132,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Oriental Plane,Plane Trees,-8.838132546,53.09383423
415,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000042166,Platanus orientalis,N971327,297109,232727,OSI,100,,"Celbridge Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Colony,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,Oriental Plane,Plane Trees,-6.543115433,53.33587487
420,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,X095963,209531,96386,OSI,100,,"Tourin Castle, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,London Plane,Plane Trees,,
422,,,24/09/2009,24/09/2009,D,24/09/2009,NBDCSYS000000034,Podocarpus salignus,V979528,97974,52864,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Willow-leaf Podocarp,Podocarps,,
423,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000345555,Populus nigra,S256237,225627,123710,OSI,100,,"Killaloan Lodge, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Black Poplar,Poplars,,
424,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,G936214,193649,321453,OSI,100,,"Organic Galloway Farm, Drumkeeran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,Black Poplar,Poplars,-8.094637373,52.3446214
425,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,H204125,220448,312550,OSI,100,,"Ballymagauran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,Black Poplar,Poplars,-7.70193777,52.26430127
428,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S718495,271897,149512,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina,Carlow,Hybrid Black Poplar,Poplars,,
429,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S143197,214370,119756,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina Aurea,Tipperary,Hybrid Black Poplar,Poplars,,
430,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000161821,Populus alba x tremula = P. x canescens,N054049,205497,204944,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Grey Poplar,Poplars,-7.920128878,53.09495817
432,,,,,U,,NBNSYS0000003417,Prunus avium,S276229,227637,122965,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Wild Cherry,Cherries,,
433,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003417,Prunus avium,N296224,229692,222444,OSI,100,,"Screggan, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Wild Cherry,Cherries,-7.557282714,53.25140376
434,,,08/09/2009,08/09/2009,D,08/09/2009,NBNSYS0000003417,Prunus avium,S354278,235441,127857,OSI,100,,"Ballynacloona, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Wild Cherry,Cherries,,
435,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003420,Prunus laurocerasus,R555911,155570,191102,OSI,100,,"Caher House, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,Cherry Laurel,Other,,
436,,,29/10/2009,29/10/2009,D,29/10/2009,NBNSYS0000003412,Prunus spinosa,S487830,248751,183024,OSI,100,,"Dysartgallen, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Blackthorn,Other,,
437,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000462103,Pseudotsuga menziesii,O205149,320534,214929,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Douglas Fir,Other,-6.198748486,53.17121344
438,,,08/10/2009,08/10/2009,D,08/10/2009,NHMSYS0000462103,Pseudotsuga menziesii,T020169,302039,116958,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Douglas Fir,Other,,
439,,,28/08/2009,28/08/2009,D,28/08/2009,NHMSYS0000462103,Pseudotsuga menziesii,T199858,319996,185874,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Douglas Fir,Other,,
443,,,10/08/2009,10/08/2009,D,10/08/2009,NBNSYS0000155555,Pyrus communis,S356810,235605,181028,OSI,100,,"Tentore House, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Common Pear,Other,,
444,,,27/08/2009,27/08/2009,D,27/08/2009,NHMSYS0000462213,Quercus castaneifolia,T271969,327199,196970,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Kate Crane,Kate Crane,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Chestnut-leaved Oak,Other,,
445,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000003843,Quercus cerris,S460621,246044,162186,OSI,100,,"Threecastles House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Turkey Oak,Other,,
446,,,24/08/2009,24/08/2009,D,24/08/2009,NBNSYS0000003843,Quercus cerris,S530397,253095,139763,OSI,100,,"Floodhall, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Turkey Oak,Other,,
448,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003844,Quercus ilex,M441046,144160,204606,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Avenue,Multi-stem,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,Holm Oak,Other,-8.835060587,53.08936299
449,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003844,Quercus ilex,N101935,210195,293549,OSI,100,,"Lough Rinn Hotel, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,Holm Oak,Other,-7.847128316,53.89093792
451,,,14/08/2009,14/08/2009,D,14/08/2009,NBNSYS0000003844,Quercus ilex,T196571,319665,157169,OSI,100,,"Courtown  Estate, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Holm Oak,Other,,
452,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000003844,Quercus ilex,W791712,179135,71240,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Holm Oak,Other,,
453,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003844,Quercus ilex,G721337,172175,333799,OSI,100,,"Hazelwood Forest, Co. Sligo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Unusual location,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Sligo,Holm Oak,Other,-8.41112928,52.45447896
454,,,25/09/2009,25/09/2009,D,25/09/2009,NHMSYS0000462217,Quercus petraea,W329711,132944,71142,OSI,100,,"The Gearagh, Macroom, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Ancient woodland,Group,Standing dead,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Sessile Oak,Other,,
455,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000462217,Quercus petraea,T021706,302103,170662,OSI,100,,"Tomnafinnoge Wood, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Ancient woodland,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sessile Oak,Other,,
456,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000462217,Quercus petraea,T016679,301642,167995,OSI,100,,"Shillelagh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sessile Oak,Other,,
457,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000462217,Quercus petraea,T280964,328072,196430,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sessile Oak,Other,,
458,,,10/09/2009,10/09/2009,D,10/09/2009,NHMSYS0000462217,Quercus petraea,N613870,261380,287003,OSI,100,,"Rahardrum, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,Sessile Oak,Other,-7.069776189,53.82902913
459,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000462217,Quercus petraea,N136986,213617,298615,OSI,100,,"Cloone Grange, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,Sessile Oak,Other,-7.793670046,53.93667695
460,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0000462217,Quercus petraea,S780590,278074,159025,OSI,100,,"Garryhill, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,Sessile Oak,Other,,
461,,,30/09/2009,30/09/2009,D,30/09/2009,NHMSYS0000462217,Quercus petraea,V923876,92322,87695,OSI,100,,"Tomies Wood, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Sessile Oak,Other,,
462,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000462217,Quercus petraea,N230557,223087,255727,OSI,100,,"Moyvore, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,Sessile Oak,Other,-7.653735511,53.5509222
463,,,21/10/2009,21/10/2009,D,21/10/2009,NHMSYS0000462217,Quercus petraea,C035223,203553,422358,OSI,100,,"Glenveagh Castle, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,Sessile Oak,Other,-7.950372357,51.45401686
464,,,19/08/2009,19/08/2009,D,19/08/2009,NHMSYS0000462217,Quercus petraea,S967838,296748,183845,OSI,100,,"Borkill Beg, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sessile Oak,Other,,
465,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000462217,Quercus petraea,T224899,322411,189928,OSI,100,,"Rathdrum Road, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Roadside,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Sessile Oak,Other,,
466,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N317237,231768,223761,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Ancient woodland,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.525693306,53.26296295
467,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S233319,223338,131910,OSI,100,,"Kiltinan Castle, Co. Tipperary",Kate Crane,Kate Crane,FALSE,FALSE,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
468,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M904612,190499,261251,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.14574592,53.60075177
469,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M904612,190493,261245,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.14574592,53.60075177
470,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N312236,231268,223665,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.533195621,53.26209406
471,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000003845,Quercus robur,S934979,293458,197949,OSI,100,,"Donard House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Oak,Other,,
472,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M935811,193547,281177,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.099339372,53.77959018
473,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N314229,231415,222917,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.530267643,53.25579291
474,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000003845,Quercus robur,N526047,252631,204712,OSI,100,,"Old Rectory, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,-7.215641762,53.09060126
475,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003845,Quercus robur,N103797,210384,279799,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-7.844547294,53.76695166
476,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M934811,193435,281170,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.100856268,53.77958892
477,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003845,Quercus robur,S583969,258309,196957,OSI,100,,"Brockley Park, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
478,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S422825,242233,182590,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
479,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003845,Quercus robur,S600954,260095,195429,OSI,100,,"Ballyduff, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Coppice,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
480,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H312082,231299,308299,OSI,100,,"Castlehamilton, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,English Oak,Other,-7.544155309,52.22515405
481,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H386057,238625,305775,OSI,100,,"Farnham Estate, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,English Oak,Other,-7.43615539,52.20222012
482,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003845,Quercus robur,R715869,171505,186928,OSI,100,,"Oak House, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,English Oak,Other,,
484,,,08/10/2009,08/10/2009,D,08/10/2009,NBNSYS0000003845,Quercus robur,S921474,292126,147488,OSI,100,,"Ballyhamilton House, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,English Oak,Other,,
485,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M901613,190103,261362,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.150280535,53.60164464
486,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M899614,189988,261442,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.1533048,53.60253927
487,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003845,Quercus robur,N249639,224957,263937,OSI,100,,"Foxhall, Co. Longford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Longford,English Oak,Other,-7.624417358,53.62450803
488,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S424830,242464,183030,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
489,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000003845,Quercus robur,N509107,250918,210787,OSI,100,,"Kinahown, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,-7.2400625,53.14467311
491,,,26/08/2009,26/08/2009,D,26/08/2009,NBNSYS0000003845,Quercus robur,S421477,242122,147701,OSI,100,,"Dairy Hill, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,English Oak,Other,,
