RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
578,,,15/09/2009,15/09/2009,D,15/09/2009,NBNSYS0000033999,Taxodium distichum,S243245,224353,124504,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
579,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000033999,Taxodium distichum,L988845,98814,284552,OSI,100,,"Westport House, Westport, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
580,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R603071,160353,107154,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Ancient woodland,Maiden,Standing alive,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
581,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V958861,95833,86175,OSI,100,,"Reenadinna Wood, Killarney National Park, Co. Kerr",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
582,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000004638,Taxus baccata,S537723,253785,172318,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
583,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000004638,Taxus baccata,W609752,160956,75296,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Arboretum,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
584,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N631095,263104,209578,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
585,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M851043,185172,204343,OSI,100,,"Portumna Castle, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
586,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N565763,256511,276304,OSI,100,,"Lough Crew Garden, Co. Meath",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
587,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M960211,196010,221130,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
588,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000004638,Taxus baccata,O150372,315043,237236,OSI,100,,"National Botanic Gardens, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
589,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000004638,Taxus baccata,X047985,204716,98503,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
590,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S914607,291449,160709,OSI,100,,"Huntington Castle, Clonegal, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
591,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M961212,196128,221291,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
592,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180776,262931,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
593,,,28/08/2009,28/08/2009,D,28/08/2009,NBNSYS0000004638,Taxus baccata,T196861,319616,186191,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
594,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N959377,295971,237793,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
595,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180791,262950,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
596,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000004638,Taxus baccata,C226155,222606,415575,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
597,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040757,304076,275780,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
598,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275800,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
599,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304087,275807,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
600,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275821,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
601,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304057,275833,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
602,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304041,275818,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
603,,,06/08/2009,06/08/2009,D,06/08/2009,NBNSYS0000004638,Taxus baccata,O154267,315486,226740,OSI,100,,"Marley Park, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
604,,,11/08/2009,11/08/2009,D,11/08/2009,NBNSYS0000004638,Taxus baccata,T274955,327491,195516,OSI,100,,"Millvale, Ashford, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
605,,,10/08/2009,10/08/2009,D,10/08/2009,NBNSYS0000004638,Taxus baccata,S161887,216108,188795,OSI,100,,"Monaincha House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
606,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885798,288534,279890,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
607,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288553,279910,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
608,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288566,279916,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
609,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288592,279928,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
610,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N886799,288608,279902,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
611,,,28/08/2009,28/08/2009,D,28/08/2009,NBNSYS0000004638,Taxus baccata,O244152,324423,215229,OSI,100,,"Glencormac, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
612,,,29/09/2009,29/09/2009,D,29/09/2009,NBNSYS0000004638,Taxus baccata,V985728,98593,72859,OSI,100,,"Ardtully Castle, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Fallen alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
613,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V934893,93442,89373,OSI,100,,"Innisfallen Island, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
614,,,15/07/2009,15/07/2009,D,15/07/2009,NBNSYS0000004638,Taxus baccata,S781795,278113,179527,OSI,100,,"Ballynakilly Wood, Palatine, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
615,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N907757,290714,275758,OSI,100,,"Roachestown House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
616,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S950528,295081,152805,OSI,100,,"Bunclody, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
617,,,07/10/2009,07/10/2009,D,07/10/2009,NBNSYS0000004638,Taxus baccata,N930987,293069,298787,OSI,100,,"Knockabbey Gardens, Co. Louth",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
618,,,14/10/2009,14/10/2009,D,14/10/2009,NBNSYS0000004638,Taxus baccata,M298587,129878,258749,OSI,100,,"Millford House, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
619,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000004638,Taxus baccata,R410506,141055,150645,OSI,100,,"Curraghchase, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
620,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000004638,Taxus baccata,N311230,231170,223007,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
621,,,27/08/2009,27/08/2009,D,27/08/2009,NBNSYS0000004638,Taxus baccata,T219753,321945,175319,OSI,100,,"Shelton Abbey, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
622,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M837219,183757,221901,OSI,100,,"Gort na mona, Co. Galway",,,False,False,,,Individual tree,Maiden,Fallen dead,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
623,,,28/09/2009,28/09/2009,D,28/09/2009,NBNSYS0000004638,Taxus baccata,O263187,326337,218791,OSI,100,,"St Pauls Church, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
624,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000004638,Taxus baccata,N541064,254101,206408,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Coppice,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
625,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000004638,Taxus baccata,N258254,225877,225446,OSI,100,,"St.Carthach Church, Tullamore, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
626,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000004638,Taxus baccata,S207348,220769,134877,OSI,100,,"Holy Trinity Church, Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
627,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V974870,97430,87003,OSI,100,,"Muckross Abbey, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
628,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000004638,Taxus baccata,N896634,289691,263442,OSI,100,,"Ardsallagh House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,500 + years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
629,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N935375,293559,237564,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
630,,,20/08/2009,20/08/2009,D,20/08/2009,NBNSYS0000004638,Taxus baccata,N933201,293376,220139,OSI,100,,"Furness House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
631,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210164,78126,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
632,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210163,78132,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
633,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210162,78130,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
634,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210161,78128,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
635,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210163,78132,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
636,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R427027,142705,102721,OSI,100,,"Assolas House, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
637,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V883911,88386,91162,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
638,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V883911,88382,91161,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
639,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N996288,299685,228879,OSI,100,,"Old Glebe, Co. Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
640,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R426027,142695,102717,OSI,100,,"Assolas House, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
641,,,07/09/2009,07/09/2009,D,07/09/2009,NBNSYS0000004638,Taxus baccata,S448263,244811,126374,OSI,100,,"Catholic Church, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Gone,500 + years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
642,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180782,262952,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
643,,,31/07/2009,31/07/2009,D,31/07/2009,NBNSYS0000004638,Taxus baccata,T282866,328225,186637,OSI,100,,"Dunganstown Castle, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
644,,,07/08/2009,07/08/2009,D,07/08/2009,NBNSYS0000004638,Taxus baccata,T281866,328172,186673,OSI,100,,Dunganstown Castle,Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
645,,,11/08/2009,11/08/2009,D,11/08/2009,NBNSYS0000004638,Taxus baccata,T279966,327987,196605,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
646,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N935375,293551,237587,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
647,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000004638,Taxus baccata,S052228,205276,122803,OSI,100,,"Swiss Cottage, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
648,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,W898674,189853,67445,OSI,100,,"Castle Mary, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
649,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R604071,160401,107113,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
650,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000004638,Taxus baccata,M146552,114668,255201,OSI,100,,"Cong Abbey, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
651,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N630098,263000,209800,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
652,,,01/10/2009,01/10/2009,D,01/10/2009,NBNSYS0000004638,Taxus baccata,Q861126,86171,112643,OSI,100,,"Ballyseedy Wood, Tralee, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
653,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000004638,Taxus baccata,R472458,147207,145839,OSI,100,,"Adare Manor Hotel and Golf Club, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
654,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000004638,Taxus baccata,R470468,147040,146803,OSI,100,,"St Nicholas Church, Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
655,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000004638,Taxus baccata,H232024,223269,302482,OSI,100,,"St Marys Church, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
