RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
481,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H386057,238625,305775,OSI,100,,"Farnham Estate, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
482,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003845,Quercus robur,R715869,171505,186928,OSI,100,,"Oak House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
483,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000003845,Quercus robur,W454673,145424,67381,OSI,100,,"Ryecourt, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
484,,,08/10/2009,08/10/2009,D,08/10/2009,NBNSYS0000003845,Quercus robur,S921474,292126,147488,OSI,100,,"Ballyhamilton House, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
485,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M901613,190103,261362,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
486,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M899614,189988,261442,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
487,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003845,Quercus robur,N249639,224957,263937,OSI,100,,"Foxhall, Co. Longford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
488,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S424830,242464,183030,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
489,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000003845,Quercus robur,N509107,250918,210787,OSI,100,,"Kinahown, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
490,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S359460,235998,146038,OSI,100,,"Harley Park, Tipperary",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
491,,,26/08/2009,26/08/2009,D,26/08/2009,NBNSYS0000003845,Quercus robur,S421477,242122,147701,OSI,100,,"Dairy Hill, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
492,,,21/07/2009,21/07/2009,D,21/07/2009,NBNSYS0000003845,Quercus robur,S708763,270831,176315,OSI,100,,"Crossneen, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Pollard,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
493,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H318073,231833,307302,OSI,100,,"Castlehamilton, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
494,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S365466,236515,146644,OSI,100,,"Harley Park, Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
495,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S418823,241829,182343,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
496,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S224332,222432,133218,OSI,100,,"Drumdeel/Springmount, Co. Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
497,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S206318,220680,131817,OSI,100,,"Lakefield House, Fethard, Co. Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
498,,,21/07/2009,21/07/2009,D,21/07/2009,NBNSYS0000003845,Quercus robur,S699809,269939,180910,OSI,100,,"Ballyfinska Crossroads, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
499,,,24/07/2009,24/07/2009,D,24/07/2009,NBNSYS0000003845,Quercus robur,S727502,272728,150214,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
500,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N313230,231312,223051,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
501,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003845,Quercus robur,N447709,244748,270978,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
502,,,28/10/2009,28/10/2009,D,28/10/2009,NBNSYS0000003845,Quercus robur,N325239,232538,223904,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
503,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N326239,232654,223928,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Not Recorded,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
504,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003845,Quercus robur,R659829,165936,182996,OSI,100,,"Raheen Woods, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
505,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003845,Quercus robur,H242062,224216,306294,OSI,100,,"Drumhalry, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
506,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M905613,190508,261399,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
507,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003845,Quercus robur,O004804,300475,280497,OSI,100,,"Crockaneran, Collon, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
508,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003845,Quercus robur,N054052,205464,205259,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
509,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S364465,236451,146527,OSI,100,,"Harley Park, Tipperary",Kate Crane,Kate Crane,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
510,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000003845,Quercus robur,R611070,161107,107006,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
511,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M900613,190097,261342,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
512,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320242,232055,224277,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
513,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320243,232060,224311,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
514,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320242,232035,224282,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
515,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N318243,231852,224306,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
