RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,Longitude,Latitude
567,,,13/10/2009,13/10/2009,D,13/10/2009,NBNSYS0000003448,Sorbus aria,M481391,148132,239114,OSI,100,,"Crumlin Park House, Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.780507293364824,53.399854456769845
568,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000003438,Sorbus aucuparia,W267888,126793,88840,OSI,100,,"Mount Leader, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.067772520957718,52.04721679587894
569,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000003438,Sorbus aucuparia,C226156,222637,415635,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.647136256087732,54.98770372650493
570,,,07/10/2009,07/10/2009,D,07/10/2009,NBNSYS0000003438,Sorbus aucuparia,H227245,222746,324546,OSI,100,,"Drumersee, Co. Cavan",Kate Crane,Kate Crane,False,False,,,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.6524742295722925,54.16944922236628
571,,,24/08/2009,24/08/2009,D,24/08/2009,NHMSYS0000463799,Sorbus devoniensis,S717215,271725,121539,OSI,100,,"Ballykelly, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.948364998350708,52.341224766656325
572,,,08/10/2009,08/10/2009,D,08/10/2009,NBDCSYS000000037,Sorbus x latifolia,T121431,312171,143154,OSI,100,,"Wells House, Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.347902635369357,52.528612871895035
573,,,08/10/2009,08/10/2009,D,08/10/2009,NBDCSYS000000037,Sorbus x latifolia,T119431,311937,143178,OSI,100,,"Wells House, Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.3513409707389865,52.52887652804779
574,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0001754388,Sorbus aucuparia x aria = S. x thuringiaca,R926196,192626,119612,OSI,100,,"Glengarra Woods, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.108889645843359,52.328541251324125
575,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000033999,Taxodium distichum,W783711,178375,71192,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.314842167156522,51.893026548335875
576,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000033999,Taxodium distichum,W783711,178355,71189,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.315132486166778,51.8929988105564
577,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000033999,Taxodium distichum,O149374,314941,237402,OSI,100,,"National Botanic Gardens, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.273710801656745,53.374532747701245
578,,,15/09/2009,15/09/2009,D,15/09/2009,NBNSYS0000033999,Taxodium distichum,S243245,224353,124504,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.643173307710314,52.37201326613329
579,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000033999,Taxodium distichum,L988845,98814,284552,OSI,100,,"Westport House, Westport, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.53645948316787,53.80080771877068
580,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R603071,160353,107154,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Ancient woodland,Maiden,Standing alive,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.580784160531616,52.215208628522475
581,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V958861,95833,86175,OSI,100,,"Reenadinna Wood, Killarney National Park, Co. Kerr",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.51808015109267,52.018324570412254
582,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000004638,Taxus baccata,S537723,253785,172318,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.203322305973049,52.799540008511656
583,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000004638,Taxus baccata,W609752,160956,75296,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Arboretum,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.568318302895614,51.928960128981885
584,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004638,Taxus baccata,N631095,263104,209578,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.057925313282765,53.13328905084892
585,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M851043,185172,204343,OSI,100,,"Portumna Castle, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.222047961188165,53.08977397375307
586,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000004638,Taxus baccata,N565763,256511,276304,OSI,100,,"Lough Crew Garden, Co. Meath",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.144455210581689,53.733485531908954
587,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M960211,196010,221130,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.060497908133602,53.240800855942524
588,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000004638,Taxus baccata,O150372,315043,237236,OSI,100,,"National Botanic Gardens, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.2722393450502185,53.37301975319027
589,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000004638,Taxus baccata,X047985,204716,98503,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.9318486111555915,52.13887120345244
590,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S914607,291449,160709,OSI,100,,"Huntington Castle, Clonegal, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.648287169248373,52.69018863644616
591,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M961212,196128,221291,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.05873249572511,53.24224834232025
592,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180776,262931,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.291220172009055,53.616039034274856
593,,,28/08/2009,28/08/2009,D,28/08/2009,NBNSYS0000004638,Taxus baccata,T196861,319616,186191,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.222603400989167,52.91357426497666
594,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N959377,295971,237793,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.558513989734142,53.381826577305944
595,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000004638,Taxus baccata,M807629,180791,262950,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.290994692916572,53.61621028965866
596,,,20/10/2009,20/10/2009,D,20/10/2009,NBNSYS0000004638,Taxus baccata,C226155,222606,415575,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.647625227123179,54.98716619017217
597,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040757,304076,275780,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.424132095593075,53.7214666377776
598,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275800,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.424004238351873,53.72164466429653
599,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304087,275807,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.423956459578563,53.721706933692545
600,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304084,275821,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.423997183641211,53.72183326572356
601,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304057,275833,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.42440199958662,53.721946416959014
602,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,O040758,304041,275818,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.424649316538453,53.72181488850959
603,,,06/08/2009,06/08/2009,D,06/08/2009,NBNSYS0000004638,Taxus baccata,O154267,315486,226740,OSI,100,,"Marley Park, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.269407131107794,53.27865960794122
604,,,11/08/2009,11/08/2009,D,11/08/2009,NBNSYS0000004638,Taxus baccata,T274955,327491,195516,OSI,100,,"Millvale, Ashford, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.101941768400853,52.99551012503697
605,,,10/08/2009,10/08/2009,D,10/08/2009,NBNSYS0000004638,Taxus baccata,S161887,216108,188795,OSI,100,,"Monaincha House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.761092474236714,52.950033168592036
606,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885798,288534,279890,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.658318971059321,53.761247708845275
607,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288553,279910,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.658025235399698,53.76142412173262
608,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288566,279916,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.65782645874337,53.76147580608955
609,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N885799,288592,279928,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.657428903979698,53.761579173804336
610,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N886799,288608,279902,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.657193824310779,53.761342927014226
611,,,28/08/2009,28/08/2009,D,28/08/2009,NBNSYS0000004638,Taxus baccata,O244152,324423,215229,OSI,100,,"Glencormac, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.139988415574289,53.17326656759634
612,,,29/09/2009,29/09/2009,D,29/09/2009,NBNSYS0000004638,Taxus baccata,V985728,98593,72859,OSI,100,,"Ardtully Castle, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Fallen alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.47396278797715,51.89920294447231
613,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V934893,93442,89373,OSI,100,,"Innisfallen Island, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.55389066158691,52.04660068350459
614,,,15/07/2009,15/07/2009,D,15/07/2009,NBNSYS0000004638,Taxus baccata,S781795,278113,179527,OSI,100,,"Ballynakilly Wood, Palatine, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.8409826530659785,52.86133511288025
615,,,25/08/2009,25/08/2009,D,25/08/2009,NBNSYS0000004638,Taxus baccata,N907757,290714,275758,OSI,100,,"Roachestown House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.6264857337082725,53.72376034716145
616,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004638,Taxus baccata,S950528,295081,152805,OSI,100,,"Bunclody, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.5968666207441125,52.61855962404427
617,,,07/10/2009,07/10/2009,D,07/10/2009,NBNSYS0000004638,Taxus baccata,N930987,293069,298787,OSI,100,,"Knockabbey Gardens, Co. Louth",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.583859262264444,53.930181734306835
618,,,14/10/2009,14/10/2009,D,14/10/2009,NBNSYS0000004638,Taxus baccata,M298587,129878,258749,OSI,100,,"Millford House, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.059272690056684,53.57413260271173
619,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000004638,Taxus baccata,R410506,141055,150645,OSI,100,,"Curraghchase, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.870753053390871,52.604266161499986
620,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000004638,Taxus baccata,N311230,231170,223007,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.533703163762221,53.25676782227665
621,,,27/08/2009,27/08/2009,D,27/08/2009,NBNSYS0000004638,Taxus baccata,T219753,321945,175319,OSI,100,,"Shelton Abbey, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.192066253354133,52.81540733229682
622,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000004638,Taxus baccata,M837219,183757,221901,OSI,100,,"Gort na mona, Co. Galway",,,False,False,,,Individual tree,Maiden,Fallen dead,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.244059157578448,53.24749453739264
623,,,28/09/2009,28/09/2009,D,28/09/2009,NBNSYS0000004638,Taxus baccata,O263187,326337,218791,OSI,100,,"St Pauls Church, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.109974617229148,53.20480419975573
624,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000004638,Taxus baccata,N541064,254101,206408,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Coppice,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.192953363208537,53.105796937491554
625,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000004638,Taxus baccata,N258254,225877,225446,OSI,100,,"St.Carthach Church, Tullamore, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.612810140704288,53.27896603175839
626,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000004638,Taxus baccata,S207348,220769,134877,OSI,100,,"Holy Trinity Church, Tipperary",Kate Crane,Kate Crane,False,False,,,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.6951505400230875,52.46537521839541
627,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V974870,97430,87003,OSI,100,,"Muckross Abbey, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.495073984904232,52.02606060399197
628,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000004638,Taxus baccata,N896634,289691,263442,OSI,100,,"Ardsallagh House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,500 + years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.645532522143539,53.613314900130376
629,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000004638,Taxus baccata,N935375,293559,237564,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.5948164444438,53.38020183550256
630,,,20/08/2009,20/08/2009,D,20/08/2009,NBNSYS0000004638,Taxus baccata,N933201,293376,220139,OSI,100,,"Furness House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.602686401033082,53.22371632863139
631,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210164,78126,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.852882643914711,51.95567120519998
632,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210163,78132,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.852897012753571,51.95572514591628
633,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210162,78130,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.85291161751799,51.95570718997014
634,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210161,78128,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.852926222270726,51.95568923402209
635,,,22/09/2009,22/09/2009,D,22/09/2009,NBNSYS0000004638,Taxus baccata,X101781,210163,78132,OSI,100,,"Myrtle Grove, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.852897012753571,51.95572514591628
636,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004638,Taxus baccata,R427027,142705,102721,OSI,100,,"Assolas House, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.838208773858037,52.173822621039506
637,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004638,Taxus baccata,V883911,88386,91162,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.628138346146445,52.06167752953599
